message,label
Income Tax Refund of Rs 31260 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
Income Tax Refund of Rs 48959 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
Your electricity bill of Rs 1689 is due on 25th Oct. Pay via official app.,0
Your subscription to Prime has renewed. Receipt sent to your registered email.,0
"Dear user, your SIM card will be deactivated in 24 hours. Update Aadhaar details urgently: http://sim-kyc-verify-portal.club",1
Salary for the month has been processed and credited to your account XX46.,0
Income Tax Refund of Rs 16438 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
Your statement for card ending XX15 is now ready to view on netbanking.,0
Income Tax Refund of Rs 28922 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
Salary for the month has been processed and credited to your account XX80.,0
Your electricity bill of Rs 830 is due on 25th Oct. Pay via official app.,0
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
Your flight ticket to Bengaluru is confirmed. PNR: PNR8378.,0
"Dear user, your SIM card will be deactivated in 24 hours. Update Aadhaar details urgently: http://sim-kyc-verify-portal.club",1
Welcome to our service. Your order #65023 has been shipped via BlueDart.,0
Your statement for card ending XX30 is now ready to view on netbanking.,0
Your subscription to Prime has renewed. Receipt sent to your registered email.,0
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
Your flight ticket to Bengaluru is confirmed. PNR: PNR9906.,0
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
"Dear Customer, your ICICI Bank account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM.,0
Income Tax Refund of Rs 91812 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
Your subscription to Prime has renewed. Receipt sent to your registered email.,0
"Congratulations! You won Rs 50,00,000 lottery from KBC / RBI. Claim your reward immediately by clicking http://claim-prize-bonus.top",1
Your flight ticket to Bengaluru is confirmed. PNR: PNR6488.,0
Welcome to our service. Your order #78347 has been shipped via BlueDart.,0
Salary for the month has been processed and credited to your account XX61.,0
Your flight ticket to Bengaluru is confirmed. PNR: PNR2083.,0
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
"URGENT: Suspicious transaction of Rs 79493 detected on your account. If not you, cancel immediately at http://secure-bank-cancel-auth.xyz",1
"URGENT: Suspicious transaction of Rs 86925 detected on your account. If not you, cancel immediately at http://secure-bank-cancel-auth.xyz",1
Your OTP for payment of Rs 1147 is 701344. Do not share this OTP with anyone.,0
Salary for the month has been processed and credited to your account XX83.,0
"Dear user, your SIM card will be deactivated in 24 hours. Update Aadhaar details urgently: http://sim-kyc-verify-portal.club",1
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
Your electricity bill of Rs 1314 is due on 25th Oct. Pay via official app.,0
Your OTP for payment of Rs 4316 is 807424. Do not share this OTP with anyone.,0
Your electricity connection will be disconnected tonight at 9:30 PM. Call bill officer at 9876543210 or pay at http://elec-bill-pay.link,1
Welcome to our service. Your order #76207 has been shipped via BlueDart.,0
Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM.,0
"Congratulations! You won Rs 50,00,000 lottery from KBC / RBI. Claim your reward immediately by clicking http://claim-prize-bonus.top",1
Your statement for card ending XX38 is now ready to view on netbanking.,0
Income Tax Refund of Rs 42529 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
Your flight ticket to Bengaluru is confirmed. PNR: PNR3455.,0
Your flight ticket to Bengaluru is confirmed. PNR: PNR5896.,0
Your OTP for payment of Rs 2528 is 783176. Do not share this OTP with anyone.,0
Your flight ticket to Bengaluru is confirmed. PNR: PNR1953.,0
Salary for the month has been processed and credited to your account XX55.,0
"Dear customer, Rs 3568 credited to your account XX56 via NEFT from Employer Ltd.",0
Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM.,0
"URGENT: Suspicious transaction of Rs 41777 detected on your account. If not you, cancel immediately at http://secure-bank-cancel-auth.xyz",1
Income Tax Refund of Rs 59688 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
Thank you for dining with us! Here is your e-receipt for Rs 4451.,0
"Congratulations! You won Rs 50,00,000 lottery from KBC / RBI. Claim your reward immediately by clicking http://claim-prize-bonus.top",1
Your electricity connection will be disconnected tonight at 9:30 PM. Call bill officer at 9876543210 or pay at http://elec-bill-pay.link,1
"Dear Customer, your Kotak Bank account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
Your flight ticket to Bengaluru is confirmed. PNR: PNR8506.,0
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
"URGENT: Suspicious transaction of Rs 19356 detected on your account. If not you, cancel immediately at http://secure-bank-cancel-auth.xyz",1
"Dear Customer, your SBI account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
Your electricity connection will be disconnected tonight at 9:30 PM. Call bill officer at 9876543210 or pay at http://elec-bill-pay.link,1
Thank you for dining with us! Here is your e-receipt for Rs 263.,0
Your subscription to Prime has renewed. Receipt sent to your registered email.,0
Your statement for card ending XX12 is now ready to view on netbanking.,0
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
Thank you for dining with us! Here is your e-receipt for Rs 3116.,0
"Congratulations! You won Rs 50,00,000 lottery from KBC / RBI. Claim your reward immediately by clicking http://claim-prize-bonus.top",1
Thank you for dining with us! Here is your e-receipt for Rs 3475.,0
Thank you for dining with us! Here is your e-receipt for Rs 2699.,0
Your statement for card ending XX42 is now ready to view on netbanking.,0
Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM.,0
"URGENT: Suspicious transaction of Rs 77910 detected on your account. If not you, cancel immediately at http://secure-bank-cancel-auth.xyz",1
"Dear customer, Rs 2759 credited to your account XX71 via NEFT from Employer Ltd.",0
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
Your OTP for payment of Rs 4923 is 229204. Do not share this OTP with anyone.,0
Your electricity connection will be disconnected tonight at 9:30 PM. Call bill officer at 9876543210 or pay at http://elec-bill-pay.link,1
"URGENT: Suspicious transaction of Rs 16317 detected on your account. If not you, cancel immediately at http://secure-bank-cancel-auth.xyz",1
Your electricity connection will be disconnected tonight at 9:30 PM. Call bill officer at 9876543210 or pay at http://elec-bill-pay.link,1
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
Your electricity bill of Rs 976 is due on 25th Oct. Pay via official app.,0
"Dear Customer, your Axis Bank account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
Your flight ticket to Bengaluru is confirmed. PNR: PNR4812.,0
Your flight ticket to Bengaluru is confirmed. PNR: PNR9730.,0
Your electricity connection will be disconnected tonight at 9:30 PM. Call bill officer at 9876543210 or pay at http://elec-bill-pay.link,1
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM.,0
Your OTP for payment of Rs 404 is 419149. Do not share this OTP with anyone.,0
Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM.,0
Income Tax Refund of Rs 89863 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
Your OTP for payment of Rs 665 is 595002. Do not share this OTP with anyone.,0
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
"Dear Customer, your HDFC Bank account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
Income Tax Refund of Rs 41683 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
"URGENT: Suspicious transaction of Rs 80437 detected on your account. If not you, cancel immediately at http://secure-bank-cancel-auth.xyz",1
Your flight ticket to Bengaluru is confirmed. PNR: PNR4300.,0
Welcome to our service. Your order #78107 has been shipped via BlueDart.,0
Your electricity connection will be disconnected tonight at 9:30 PM. Call bill officer at 9876543210 or pay at http://elec-bill-pay.link,1
Thank you for dining with us! Here is your e-receipt for Rs 3164.,0
Salary for the month has been processed and credited to your account XX80.,0
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
"Dear user, your SIM card will be deactivated in 24 hours. Update Aadhaar details urgently: http://sim-kyc-verify-portal.club",1
"Dear customer, your credit card points worth Rs 42769 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
"Dear user, your SIM card will be deactivated in 24 hours. Update Aadhaar details urgently: http://sim-kyc-verify-portal.club",1
Your statement for card ending XX88 is now ready to view on netbanking.,0
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
Thank you for dining with us! Here is your e-receipt for Rs 3261.,0
Income Tax Refund of Rs 54438 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
Your OTP for payment of Rs 1748 is 823535. Do not share this OTP with anyone.,0
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
Your OTP for payment of Rs 3952 is 372864. Do not share this OTP with anyone.,0
"Congratulations! You won Rs 50,00,000 lottery from KBC / RBI. Claim your reward immediately by clicking http://claim-prize-bonus.top",1
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
Thank you for dining with us! Here is your e-receipt for Rs 1587.,0
Your electricity bill of Rs 2853 is due on 25th Oct. Pay via official app.,0
Income Tax Refund of Rs 91373 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
"Dear customer, Rs 514 credited to your account XX59 via NEFT from Employer Ltd.",0
Salary for the month has been processed and credited to your account XX22.,0
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
"Dear Customer, your SBI account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
"Dear customer, Rs 3418 credited to your account XX51 via NEFT from Employer Ltd.",0
"URGENT: Suspicious transaction of Rs 24552 detected on your account. If not you, cancel immediately at http://secure-bank-cancel-auth.xyz",1
"Congratulations! You won Rs 50,00,000 lottery from KBC / RBI. Claim your reward immediately by clicking http://claim-prize-bonus.top",1
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
"Dear Customer, your ICICI Bank account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
Thank you for dining with us! Here is your e-receipt for Rs 3959.,0
"Congratulations! You won Rs 50,00,000 lottery from KBC / RBI. Claim your reward immediately by clicking http://claim-prize-bonus.top",1
Salary for the month has been processed and credited to your account XX16.,0
"Congratulations! You won Rs 50,00,000 lottery from KBC / RBI. Claim your reward immediately by clicking http://claim-prize-bonus.top",1
"Dear customer, Rs 3030 credited to your account XX23 via NEFT from Employer Ltd.",0
"Dear Customer, your Axis Bank account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
"Dear user, your SIM card will be deactivated in 24 hours. Update Aadhaar details urgently: http://sim-kyc-verify-portal.club",1
Thank you for dining with us! Here is your e-receipt for Rs 4118.,0
Your flight ticket to Bengaluru is confirmed. PNR: PNR9673.,0
"Dear Customer, your HDFC Bank account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
"Congratulations! You won Rs 50,00,000 lottery from KBC / RBI. Claim your reward immediately by clicking http://claim-prize-bonus.top",1
Welcome to our service. Your order #71814 has been shipped via BlueDart.,0
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
"Dear customer, your credit card points worth Rs 41986 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
Your electricity connection will be disconnected tonight at 9:30 PM. Call bill officer at 9876543210 or pay at http://elec-bill-pay.link,1
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM.,0
"Dear user, your SIM card will be deactivated in 24 hours. Update Aadhaar details urgently: http://sim-kyc-verify-portal.club",1
Your flight ticket to Bengaluru is confirmed. PNR: PNR6542.,0
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM.,0
Your flight ticket to Bengaluru is confirmed. PNR: PNR8901.,0
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
Your subscription to Prime has renewed. Receipt sent to your registered email.,0
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
"URGENT: Suspicious transaction of Rs 24443 detected on your account. If not you, cancel immediately at http://secure-bank-cancel-auth.xyz",1
"Dear user, your SIM card will be deactivated in 24 hours. Update Aadhaar details urgently: http://sim-kyc-verify-portal.club",1
Your subscription to Prime has renewed. Receipt sent to your registered email.,0
Your subscription to Prime has renewed. Receipt sent to your registered email.,0
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
Your flight ticket to Bengaluru is confirmed. PNR: PNR8852.,0
Income Tax Refund of Rs 91981 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
Your electricity connection will be disconnected tonight at 9:30 PM. Call bill officer at 9876543210 or pay at http://elec-bill-pay.link,1
Your flight ticket to Bengaluru is confirmed. PNR: PNR9182.,0
"Dear customer, your credit card points worth Rs 44235 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
Income Tax Refund of Rs 18873 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
Welcome to our service. Your order #24790 has been shipped via BlueDart.,0
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
"URGENT: Suspicious transaction of Rs 81445 detected on your account. If not you, cancel immediately at http://secure-bank-cancel-auth.xyz",1
"Dear Customer, your Axis Bank account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
"Dear customer, your credit card points worth Rs 87105 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
"Dear customer, your credit card points worth Rs 89728 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM.,0
Welcome to our service. Your order #78321 has been shipped via BlueDart.,0
Your electricity connection will be disconnected tonight at 9:30 PM. Call bill officer at 9876543210 or pay at http://elec-bill-pay.link,1
Your electricity bill of Rs 4657 is due on 25th Oct. Pay via official app.,0
"URGENT: Suspicious transaction of Rs 24669 detected on your account. If not you, cancel immediately at http://secure-bank-cancel-auth.xyz",1
Your subscription to Prime has renewed. Receipt sent to your registered email.,0
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
"Dear customer, Rs 1417 credited to your account XX62 via NEFT from Employer Ltd.",0
Your electricity bill of Rs 1456 is due on 25th Oct. Pay via official app.,0
Your flight ticket to Bengaluru is confirmed. PNR: PNR1897.,0
"Dear Customer, your HDFC Bank account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
"Congratulations! You won Rs 50,00,000 lottery from KBC / RBI. Claim your reward immediately by clicking http://claim-prize-bonus.top",1
Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM.,0
Salary for the month has been processed and credited to your account XX47.,0
Salary for the month has been processed and credited to your account XX90.,0
"Congratulations! You won Rs 50,00,000 lottery from KBC / RBI. Claim your reward immediately by clicking http://claim-prize-bonus.top",1
Your flight ticket to Bengaluru is confirmed. PNR: PNR4938.,0
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
Your OTP for payment of Rs 3101 is 331444. Do not share this OTP with anyone.,0
"Dear customer, Rs 252 credited to your account XX74 via NEFT from Employer Ltd.",0
Your statement for card ending XX47 is now ready to view on netbanking.,0
Welcome to our service. Your order #62692 has been shipped via BlueDart.,0
Income Tax Refund of Rs 42936 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
"URGENT: Suspicious transaction of Rs 89304 detected on your account. If not you, cancel immediately at http://secure-bank-cancel-auth.xyz",1
Your OTP for payment of Rs 4058 is 791309. Do not share this OTP with anyone.,0
Welcome to our service. Your order #30188 has been shipped via BlueDart.,0
"Dear customer, Rs 184 credited to your account XX27 via NEFT from Employer Ltd.",0
Salary for the month has been processed and credited to your account XX74.,0
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
"Dear Customer, your Axis Bank account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
Your OTP for payment of Rs 4913 is 647945. Do not share this OTP with anyone.,0
Income Tax Refund of Rs 74475 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
"Dear customer, Rs 3465 credited to your account XX95 via NEFT from Employer Ltd.",0
"Dear user, your SIM card will be deactivated in 24 hours. Update Aadhaar details urgently: http://sim-kyc-verify-portal.club",1
Thank you for dining with us! Here is your e-receipt for Rs 2452.,0
Income Tax Refund of Rs 53774 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
"Dear customer, Rs 2440 credited to your account XX44 via NEFT from Employer Ltd.",0
Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM.,0
Your subscription to Prime has renewed. Receipt sent to your registered email.,0
"Dear user, your SIM card will be deactivated in 24 hours. Update Aadhaar details urgently: http://sim-kyc-verify-portal.club",1
Your flight ticket to Bengaluru is confirmed. PNR: PNR8474.,0
"Dear customer, Rs 3916 credited to your account XX76 via NEFT from Employer Ltd.",0
Your subscription to Prime has renewed. Receipt sent to your registered email.,0
"Dear customer, Rs 1768 credited to your account XX33 via NEFT from Employer Ltd.",0
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
Your statement for card ending XX48 is now ready to view on netbanking.,0
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
Income Tax Refund of Rs 23965 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
Welcome to our service. Your order #63841 has been shipped via BlueDart.,0
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
Salary for the month has been processed and credited to your account XX71.,0
"Dear customer, Rs 2830 credited to your account XX60 via NEFT from Employer Ltd.",0
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM.,0
"URGENT: Suspicious transaction of Rs 34844 detected on your account. If not you, cancel immediately at http://secure-bank-cancel-auth.xyz",1
Welcome to our service. Your order #32391 has been shipped via BlueDart.,0
Your subscription to Prime has renewed. Receipt sent to your registered email.,0
"Dear customer, your credit card points worth Rs 92635 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
Your flight ticket to Bengaluru is confirmed. PNR: PNR8028.,0
Your flight ticket to Bengaluru is confirmed. PNR: PNR5033.,0
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
Thank you for dining with us! Here is your e-receipt for Rs 2781.,0
"URGENT: Suspicious transaction of Rs 85866 detected on your account. If not you, cancel immediately at http://secure-bank-cancel-auth.xyz",1
"Dear customer, your credit card points worth Rs 75461 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
Your OTP for payment of Rs 204 is 804258. Do not share this OTP with anyone.,0
Your electricity connection will be disconnected tonight at 9:30 PM. Call bill officer at 9876543210 or pay at http://elec-bill-pay.link,1
"Dear customer, your credit card points worth Rs 28278 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
"Dear Customer, your SBI account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
Your electricity bill of Rs 608 is due on 25th Oct. Pay via official app.,0
"Dear customer, your credit card points worth Rs 56465 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
Your electricity bill of Rs 4652 is due on 25th Oct. Pay via official app.,0
Your electricity bill of Rs 3131 is due on 25th Oct. Pay via official app.,0
"Dear customer, Rs 2153 credited to your account XX35 via NEFT from Employer Ltd.",0
Thank you for dining with us! Here is your e-receipt for Rs 515.,0
"Dear user, your SIM card will be deactivated in 24 hours. Update Aadhaar details urgently: http://sim-kyc-verify-portal.club",1
Your flight ticket to Bengaluru is confirmed. PNR: PNR7266.,0
Your electricity bill of Rs 2580 is due on 25th Oct. Pay via official app.,0
"Dear customer, Rs 2800 credited to your account XX81 via NEFT from Employer Ltd.",0
"Congratulations! You won Rs 50,00,000 lottery from KBC / RBI. Claim your reward immediately by clicking http://claim-prize-bonus.top",1
Your electricity connection will be disconnected tonight at 9:30 PM. Call bill officer at 9876543210 or pay at http://elec-bill-pay.link,1
Your statement for card ending XX19 is now ready to view on netbanking.,0
Thank you for dining with us! Here is your e-receipt for Rs 4474.,0
Salary for the month has been processed and credited to your account XX35.,0
Your electricity connection will be disconnected tonight at 9:30 PM. Call bill officer at 9876543210 or pay at http://elec-bill-pay.link,1
"Dear Customer, your ICICI Bank account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
"Congratulations! You won Rs 50,00,000 lottery from KBC / RBI. Claim your reward immediately by clicking http://claim-prize-bonus.top",1
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
"Dear customer, your credit card points worth Rs 36002 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
Thank you for dining with us! Here is your e-receipt for Rs 2006.,0
"Dear customer, Rs 1641 credited to your account XX85 via NEFT from Employer Ltd.",0
Your OTP for payment of Rs 1920 is 237064. Do not share this OTP with anyone.,0
Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM.,0
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
"Dear Customer, your Axis Bank account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
Your OTP for payment of Rs 3670 is 251981. Do not share this OTP with anyone.,0
"Dear user, your SIM card will be deactivated in 24 hours. Update Aadhaar details urgently: http://sim-kyc-verify-portal.club",1
"Dear customer, your credit card points worth Rs 61890 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
Your statement for card ending XX19 is now ready to view on netbanking.,0
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
"Congratulations! You won Rs 50,00,000 lottery from KBC / RBI. Claim your reward immediately by clicking http://claim-prize-bonus.top",1
"Dear customer, Rs 4446 credited to your account XX34 via NEFT from Employer Ltd.",0
Your OTP for payment of Rs 1754 is 267099. Do not share this OTP with anyone.,0
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
Thank you for dining with us! Here is your e-receipt for Rs 697.,0
Your subscription to Prime has renewed. Receipt sent to your registered email.,0
Thank you for dining with us! Here is your e-receipt for Rs 3119.,0
Salary for the month has been processed and credited to your account XX51.,0
"URGENT: Suspicious transaction of Rs 91640 detected on your account. If not you, cancel immediately at http://secure-bank-cancel-auth.xyz",1
"Dear user, your SIM card will be deactivated in 24 hours. Update Aadhaar details urgently: http://sim-kyc-verify-portal.club",1
Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM.,0
"Dear customer, Rs 2769 credited to your account XX93 via NEFT from Employer Ltd.",0
Income Tax Refund of Rs 22678 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
Your electricity connection will be disconnected tonight at 9:30 PM. Call bill officer at 9876543210 or pay at http://elec-bill-pay.link,1
Salary for the month has been processed and credited to your account XX19.,0
Your electricity connection will be disconnected tonight at 9:30 PM. Call bill officer at 9876543210 or pay at http://elec-bill-pay.link,1
"Dear customer, Rs 886 credited to your account XX78 via NEFT from Employer Ltd.",0
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
Your OTP for payment of Rs 166 is 829386. Do not share this OTP with anyone.,0
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
"Dear customer, Rs 4116 credited to your account XX66 via NEFT from Employer Ltd.",0
"Dear Customer, your ICICI Bank account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
"Congratulations! You won Rs 50,00,000 lottery from KBC / RBI. Claim your reward immediately by clicking http://claim-prize-bonus.top",1
Income Tax Refund of Rs 84349 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
Thank you for dining with us! Here is your e-receipt for Rs 4138.,0
Your flight ticket to Bengaluru is confirmed. PNR: PNR4409.,0
Salary for the month has been processed and credited to your account XX93.,0
"URGENT: Suspicious transaction of Rs 80392 detected on your account. If not you, cancel immediately at http://secure-bank-cancel-auth.xyz",1
Your subscription to Prime has renewed. Receipt sent to your registered email.,0
Salary for the month has been processed and credited to your account XX86.,0
Your subscription to Prime has renewed. Receipt sent to your registered email.,0
Salary for the month has been processed and credited to your account XX61.,0
Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM.,0
Your electricity bill of Rs 442 is due on 25th Oct. Pay via official app.,0
"Dear Customer, your Kotak Bank account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
"Dear user, your SIM card will be deactivated in 24 hours. Update Aadhaar details urgently: http://sim-kyc-verify-portal.club",1
"Dear user, your SIM card will be deactivated in 24 hours. Update Aadhaar details urgently: http://sim-kyc-verify-portal.club",1
"Dear user, your SIM card will be deactivated in 24 hours. Update Aadhaar details urgently: http://sim-kyc-verify-portal.club",1
"URGENT: Suspicious transaction of Rs 93525 detected on your account. If not you, cancel immediately at http://secure-bank-cancel-auth.xyz",1
"Dear customer, Rs 2250 credited to your account XX29 via NEFT from Employer Ltd.",0
